"TF"	"target"	"tissue"	"TF_EntrezID"	"TF_Ensembl_ID"	"target_EntrezID"	"Paper"
"WFDC21P"	"ITGAX"	"NA"	645638	"ENSG00000261040"	3687	"Wang, P., et al. (2014). \"The STAT3-binding long noncoding RNA lnc-DC controls human dendritic cell differentiation.\" Science 344(6181): 310-313."
"WFDC21P"	"LAMP3"	"NA"	645638	"ENSG00000261040"	27074	"Wang, P., et al. (2014). \"The STAT3-binding long noncoding RNA lnc-DC controls human dendritic cell differentiation.\" Science 344(6181): 310-313."
"WFDC21P"	"MRC1"	"NA"	645638	"ENSG00000261040"	4360	"Wang, P., et al. (2014). \"The STAT3-binding long noncoding RNA lnc-DC controls human dendritic cell differentiation.\" Science 344(6181): 310-313."
"HOTAIR"	"ERBB2"	"Stomch"	100124700	"ENSG00000228630"	2064	"Liu, X. H., et al. (2014). \"Lnc RNA HOTAIR functions as a competing endogenous RNA to regulate HER2 expression by sponging miR-331-3p in gastric cancer.\" Mol Cancer 13: 92."
"AK094613"	"MMP2"	"Lung"	0	"NA"	4313	"Nie, F. Q., et al. (2014). \"Long non-coding RNA MVIH indicates a poor prognosis for non-small cell lung cancer and promotes cell proliferation and invasion.\" Tumour Biol."
"AK094613"	"MMP9"	"Lung"	0	"NA"	4318	"Nie, F. Q., et al. (2014). \"Long non-coding RNA MVIH indicates a poor prognosis for non-small cell lung cancer and promotes cell proliferation and invasion.\" Tumour Biol."
"FAS-AS1"	"FAS"	"NA"	100302740	"NA"	355	"Sehgal, L., et al. (2014). \"FAS-antisense 1 lncRNA and production of soluble versus membrane Fas in B-cell lymphoma.\" Leukemia."
"TUG1"	"HOXB7"	"Lung"	55000	"NA"	3217	"Zhang, E. B., et al. (2014). \"P53-regulated long non-coding RNA TUG1 affects cell proliferation in human non-small cell lung cancer, partly through epigenetically regulating HOXB7 expression.\" Cell Death Dis 5: e1243."
"LincRNA-p21"	"P21"	"embryo"	0	"ENSMUSG00000098994"	12575	"Dimitrova, N., et al. (2014). \"LincRNA-p21 activates p21 in cis to promote Polycomb target gene expression and to enforce the G1/S checkpoint.\" Mol Cell 54(5): 777-790."
"MEG3"	"TP53"	"Ovarian"	55384	"ENSG00000214548"	7157	"Sheng, X., et al. (2014). \"Promoter hypermethylation influences the suppressive role of maternally expressed 3, a long non-coding RNA, in the development of epithelial ovarian cancer.\" Oncol Rep 32(1): 277-285."
"VLDLR-AS1"	"ABCG2"	"Liver"	401491	"ENSG00000236404"	9429	"Takahashi, K., et al. (2014). \"Involvement of Extracellular Vesicle long non-coding RNA (linc-VLDLR) in Tumor Cell Responses to Chemotherapy.\" Mol Cancer Res."
"FOXCUT"	"MMP2"	"Oral"	0	"NA"	4313	"Kong, X. P., et al. (2014). \"The expression and functional role of a FOXC1 related mRNA-lncRNA pair in oral squamous cell carcinoma.\" Mol Cell Biochem."
"FOXCUT"	"MMP7"	"Oral"	0	"NA"	4316	"Kong, X. P., et al. (2014). \"The expression and functional role of a FOXC1 related mRNA-lncRNA pair in oral squamous cell carcinoma.\" Mol Cell Biochem."
"FOXCUT"	"MMP9"	"Oral"	0	"NA"	4318	"Kong, X. P., et al. (2014). \"The expression and functional role of a FOXC1 related mRNA-lncRNA pair in oral squamous cell carcinoma.\" Mol Cell Biochem."
"FOXCUT"	"VEGFA"	"Oral"	0	"NA"	7422	"Kong, X. P., et al. (2014). \"The expression and functional role of a FOXC1 related mRNA-lncRNA pair in oral squamous cell carcinoma.\" Mol Cell Biochem."
"H19"	"CDH1"	"Pancreas"	283120	"ENSG00000130600"	999	"Ma, C., et al. (2014). \"H19 promotes pancreatic cancer metastasis by derepressing let-7's suppression on its target HMGA2-mediated EMT.\" Tumour Biol."
"H19"	"HMGA2"	"Pancreas"	283120	"ENSG00000130600"	8091	"Ma, C., et al. (2014). \"H19 promotes pancreatic cancer metastasis by derepressing let-7's suppression on its target HMGA2-mediated EMT.\" Tumour Biol."
"H19"	"MIRLET7A1"	"pancreatic ductal adenocarcinoma"	283120	"ENSG00000130600"	406881	"Ma Chenchao,Nong Kate,Zhu Hongda et al. H19 promotes pancreatic cancer metastasis by derepressing let-7's suppression on its target HMGA2-mediated EMT.[J] .Tumour Biol., 2014, 35(9): 9163-9."
"H19"	"VIM"	"Pancreas"	283120	"ENSG00000130600"	7431	"Ma, C., et al. (2014). \"H19 promotes pancreatic cancer metastasis by derepressing let-7's suppression on its target HMGA2-mediated EMT.\" Tumour Biol."
"LINC-ROR"	"CDH1"	"Breast"	100885779	"ENSG00000258609"	999	"Hou, P., et al. (2014). \"LincRNA-ROR induces epithelial-to-mesenchymal transition and contributes to breast cancer tumorigenesis and metastasis.\" Cell Death Dis 5: e1287."
"LINC-ROR"	"CDH2"	"Breast"	100885779	"ENSG00000258609"	1000	"Hou, P., et al. (2014). \"LincRNA-ROR induces epithelial-to-mesenchymal transition and contributes to breast cancer tumorigenesis and metastasis.\" Cell Death Dis 5: e1287."
"LINC-ROR"	"COL1A1"	"Breast"	100885779	"ENSG00000258609"	1277	"Hou, P., et al. (2014). \"LincRNA-ROR induces epithelial-to-mesenchymal transition and contributes to breast cancer tumorigenesis and metastasis.\" Cell Death Dis 5: e1287."
"LINC-ROR"	"FN1"	"Breast"	100885779	"ENSG00000258609"	2335	"Hou, P., et al. (2014). \"LincRNA-ROR induces epithelial-to-mesenchymal transition and contributes to breast cancer tumorigenesis and metastasis.\" Cell Death Dis 5: e1287."
"LINC-ROR"	"OCEL1"	"Breast"	100885779	"ENSG00000258609"	79629	"Hou, P., et al. (2014). \"LincRNA-ROR induces epithelial-to-mesenchymal transition and contributes to breast cancer tumorigenesis and metastasis.\" Cell Death Dis 5: e1287."
"LINC-ROR"	"VIM"	"Breast"	100885779	"ENSG00000258609"	7431	"Hou, P., et al. (2014). \"LincRNA-ROR induces epithelial-to-mesenchymal transition and contributes to breast cancer tumorigenesis and metastasis.\" Cell Death Dis 5: e1287."
"LINC-ROR"	"ZEB1"	"Breast"	100885779	"ENSG00000258609"	6935	"Hou, P., et al. (2014). \"LincRNA-ROR induces epithelial-to-mesenchymal transition and contributes to breast cancer tumorigenesis and metastasis.\" Cell Death Dis 5: e1287."
"LINC-ROR"	"ZEB2"	"Breast"	100885779	"ENSG00000258609"	9839	"Hou, P., et al. (2014). \"LincRNA-ROR induces epithelial-to-mesenchymal transition and contributes to breast cancer tumorigenesis and metastasis.\" Cell Death Dis 5: e1287."
"SOX2-OT"	"CCNB1"	"Lung"	347689	"NA"	891	"Hou, Z., et al. (2014). \"A long noncoding RNA Sox2ot regulates lung cancer cell proliferation and is a prognostic indicator of poor survival.\" Int J Biochem Cell Biol 53C: 380-388."
"SOX2-OT"	"CDK1"	"Lung"	347689	"NA"	983	"Hou, Z., et al. (2014). \"A long noncoding RNA Sox2ot regulates lung cancer cell proliferation and is a prognostic indicator of poor survival.\" Int J Biochem Cell Biol 53C: 380-388."
"SOX2-OT"	"EZH2"	"lung squamous cell carcinomas"	347689	"NA"	2146	"Hou Zhibo,Zhao Wei,Zhou Ji et al. A long noncoding RNA Sox2ot regulates lung cancer cell proliferation and is a prognostic indicator of poor survival.[J] .Int. J. Biochem. Cell Biol., 2014, 53: 380-8."
"TRPM2-AS"	"TRPM2"	"Prostate"	101928607	"NA"	7226	"Orfanelli, U., et al. (2014). \"Antisense transcription at the TRPM2 locus as a novel prognostic marker and therapeutic target in prostate cancer.\" Oncogene."
"BANCR"	"ERK1"	"melanoma"	100885775	"ENSG00000278910"	4850864	"Li Ruiya,Zhang Lingli,Jia Lizhou et al. Long non-coding RNA BANCR promotes proliferation in malignant melanoma by regulating MAPK pathway activation.[J] .PLoS ONE, 2014, 9(6): e100893."
"BANCR"	"MAPK1"	"melanoma"	100885775	"ENSG00000278910"	5594	"Li Ruiya,Zhang Lingli,Jia Lizhou et al. Long non-coding RNA BANCR promotes proliferation in malignant melanoma by regulating MAPK pathway activation.[J] .PLoS ONE, 2014, 9(6): e100893."
"BANCR"	"MAPK1"	"Skin"	100885775	"NA"	5594	"Li, R., et al. (2014). \"Long Non-Coding RNA BANCR Promotes Proliferation in Malignant Melanoma by Regulating MAPK Pathway Activation.\" PLoS One 9(6): e100893."
"BANCR"	"MAPK3"	"Skin"	100885775	"NA"	5595	"Li, R., et al. (2014). \"Long Non-Coding RNA BANCR Promotes Proliferation in Malignant Melanoma by Regulating MAPK Pathway Activation.\" PLoS One 9(6): e100893."
"BANCR"	"MAPK8"	"melanoma"	100885775	"ENSG00000278910"	5599	"Li Ruiya,Zhang Lingli,Jia Lizhou et al. Long non-coding RNA BANCR promotes proliferation in malignant melanoma by regulating MAPK pathway activation.[J] .PLoS ONE, 2014, 9(6): e100893."
"BANCR"	"RAF1"	"Skin"	100885775	"NA"	5894	"Li, R., et al. (2014). \"Long Non-Coding RNA BANCR Promotes Proliferation in Malignant Melanoma by Regulating MAPK Pathway Activation.\" PLoS One 9(6): e100893."
"SPRY4-IT1"	"CDH1"	"Lung"	100642175	"NA"	999	"Sun, M., et al. (2014). \"EZH2-mediated epigenetic suppression of long noncoding RNA SPRY4-IT1 promotes NSCLC cell proliferation and metastasis by affecting the epithelial-mesenchymal transition.\" Cell Death Dis 5: e1298."
"SPRY4-IT1"	"VIM"	"Lung"	100642175	"NA"	7431	"Sun, M., et al. (2014). \"EZH2-mediated epigenetic suppression of long noncoding RNA SPRY4-IT1 promotes NSCLC cell proliferation and metastasis by affecting the epithelial-mesenchymal transition.\" Cell Death Dis 5: e1298."
"ABALON"	"CASP3"	"Kidney"	103021294	"NA"	836	"DeOcesano-Pereira, C., et al. (2014). \"Long non-coding RNA INXS is a critical mediator of BCL-XS induced apoptosis.\" Nucleic Acids Res."
"ABALON"	"CASP7"	"Kidney"	103021294	"NA"	840	"DeOcesano-Pereira, C., et al. (2014). \"Long non-coding RNA INXS is a critical mediator of BCL-XS induced apoptosis.\" Nucleic Acids Res."
"ABALON"	"CASP9"	"Kidney"	103021294	"NA"	842	"DeOcesano-Pereira, C., et al. (2014). \"Long non-coding RNA INXS is a critical mediator of BCL-XS induced apoptosis.\" Nucleic Acids Res."
"UCA1"	"CDKN1A"	"Bladder"	652995	"ENSG00000214049"	1026	"Wang, X., et al. (2014). \"Long non-coding RNA urothelial carcinoma associated 1 induces cell replication by inhibiting BRG1 in 5637 cells.\" Oncol Rep."
"Mir143hg"	"Ccl2"	"NA"	328968	"NA"	20296	"Reddy, M. A., et al. (2014). \"Regulation of Inflammatory Phenotype in Macrophages by a Diabetes-Induced Long Non-coding RNA.\" Diabetes."
"Mir143hg"	"Cd36"	"NA"	328968	"NA"	12491	"Reddy, M. A., et al. (2014). \"Regulation of Inflammatory Phenotype in Macrophages by a Diabetes-Induced Long Non-coding RNA.\" Diabetes."
"Mir143hg"	"Nos2"	"NA"	328968	"NA"	18126	"Reddy, M. A., et al. (2014). \"Regulation of Inflammatory Phenotype in Macrophages by a Diabetes-Induced Long Non-coding RNA.\" Diabetes."
"Mir143hg"	"Ptgs2"	"NA"	328968	"NA"	19225	"Reddy, M. A., et al. (2014). \"Regulation of Inflammatory Phenotype in Macrophages by a Diabetes-Induced Long Non-coding RNA.\" Diabetes."
"UCA1"	"MIR1-1"	"bladder cancer"	652995	"ENSG00000214049"	406904	"Wang Tiantian,Yuan Jiancheng,Feng Nenggui et al. Hsa-miR-1 downregulates long non-coding RNA urothelial cancer associated 1 in bladder cancer.[J] .Tumour Biol., 2014, 35(10): 10075-84."
"MALAT1"	"SFRP1"	"colorectal cancer"	378938	"ENSG00000251562"	6422	"Ji Q,Zhang L,Liu X et al. Long non-coding RNA MALAT1 promotes tumour growth and metastasis in colorectal cancer through binding to SFPQ and releasing oncogene PTBP2 from SFPQ/PTBP2 complex.[J] .Br. J. Cancer, 2014, 111(4): 736-48."
"CADM1-AS1"	"CADM1"	"Kidney"	0	"NA"	23705	"Yao, J., et al. (2014). \"Decreased expression of a novel lncRNA CADM1-AS1 is associated with poor prognosis in patients with clear cell renal cell carcinomas.\" Int J Clin Exp Pathol 7(6): 2758-2767."
"TSLC1-AS1"	"TSLC1"	"NA"	0	"NA"	337934	"Qin, X., et al. (2014). \"LncRNA TSLC1-AS1 is a novel tumor suppressor in glioma.\" Int J Clin Exp Pathol 7(6): 3065-3072."
"MIAT"	"CELF3"	"neuroblastoma"	440823	"ENSG00000225783"	11189	"Ishizuka Akira,Hasegawa Yuko,Ishida Kentaro et al. Formation of nuclear bodies by the lncRNA Gomafu-associating proteins Celf3 and SF1.[J] .Genes Cells, 2014, 19(9): 704-21."
"HOTAIR"	"EZH2"	"renal carcinoma"	100124700	"ENSG00000228630"	2146	"Wu Yuanhao,Liu Junfeng,Zheng Yin et al. Suppressed expression of long non-coding RNA HOTAIR inhibits proliferation and tumourigenicity of renal carcinoma cells.[J] .Tumour Biol., 2014, 35(12): 11887-94."
"MALAT1"	"LTBP1"	"myeloma"	378938	"ENSG00000251562"	4052	"Li Bingzong,Chen Ping,Qu Jing et al. Activation of LTBP3 gene by a long noncoding RNA (lncRNA) MALAT1 transcript in mesenchymal stem cells from multiple myeloma.[J] .J. Biol. Chem., 2014, 289(42): 29365-75."
"MALAT1"	"SP1"	"myeloma"	378938	"ENSG00000251562"	6667	"Li Bingzong,Chen Ping,Qu Jing et al. Activation of LTBP3 gene by a long noncoding RNA (lncRNA) MALAT1 transcript in mesenchymal stem cells from multiple myeloma.[J] .J. Biol. Chem., 2014, 289(42): 29365-75."
"GAS5"	"EIF4E"	"lymphoma"	60674	"ENSG00000234741"	1977	"Hu Guangzhen,Lou Zhenkun,Gupta Mamta. The long non-coding RNA GAS5 cooperates with the eukaryotic translation initiation factor 4E to regulate c-Myc translation.[J] .PLoS ONE, 2014, 9(9): e107016."
"PCGEM1"	"MIR145"	"prostate cancer"	64002	"ENSG00000227418"	406937	"He Jin-Hua,Zhang Jing-Zhi,Han Ze-Ping et al. Reciprocal regulation of PCGEM1 and miR-145 promote proliferation of LNCaP prostate cancer cells.[J] .J. Exp. Clin. Cancer Res., 2014, 33: 72."
"LINC-ROR"	"NFE2L2"	"mammary stem cell"	100885779	"ENSG00000258609"	4780	"Zhang Yongshu, et al. (2014). NRF2/long noncoding RNA ROR signaling regulates mammary stem cell expansion and protects against estrogen genotoxicity.[J] .J. Biol. Chem. 289(45): 31310-8."
"GAPLINC"	"CD44"	"gastric cancer"	100505592	"ENSG00000266835"	960	"Hu Ye,Wang Jilin,Qian Jin et al. Long noncoding RNA GAPLINC regulates CD44-dependent cell invasiveness and associates with poor prognosis of gastric cancer.[J] .Cancer Res., 2014, 74(23): 6890-902."
"GAPLINC"	"MIR211"	"gastric cancer"	100505592	"ENSG00000266835"	406993	"Hu Ye,Wang Jilin,Qian Jin et al. Long noncoding RNA GAPLINC regulates CD44-dependent cell invasiveness and associates with poor prognosis of gastric cancer.[J] .Cancer Res., 2014, 74(23): 6890-903."
"Gm45923"	"Myh3"	"skeletal muscle"	105447647	"NA"	17883	"Mueller Adam C,Cichewicz Magdalena A,Dey Bijan K et al. MUNC, a long noncoding RNA that facilitates the function of MyoD in skeletal myogenesis.[J] .Mol. Cell. Biol., 2015, 35(3): 498-513."
"Gm45923"	"Myod1"	"skeletal muscle"	105447647	"NA"	17927	"Mueller Adam C,Cichewicz Magdalena A,Dey Bijan K et al. MUNC, a long noncoding RNA that facilitates the function of MyoD in skeletal myogenesis.[J] .Mol. Cell. Biol., 2015, 35(3): 498-513."
"Gm45923"	"Myog"	"skeletal muscle"	105447647	"NA"	17928	"Mueller Adam C,Cichewicz Magdalena A,Dey Bijan K et al. MUNC, a long noncoding RNA that facilitates the function of MyoD in skeletal myogenesis.[J] .Mol. Cell. Biol., 2015, 35(3): 498-513."
"HOTAIR"	"MMP9"	"cervical cancer"	100124700	"ENSG00000228630"	4318	"Kim Hee Jung,Lee Dae Woo,Yim Ga Won et al. Long non-coding RNA HOTAIR is associated with human cervical cancer progression.[J] .Int. J. Oncol., 2015, 46(2): 521-30."
"HOTAIR"	"VEGFA"	"cervical cancer"	100124700	"ENSG00000228630"	7422	"Kim Hee Jung,Lee Dae Woo,Yim Ga Won et al. Long non-coding RNA HOTAIR is associated with human cervical cancer progression.[J] .Int. J. Oncol., 2015, 46(2): 521-30."
"HOTTIP"	"MIR125B1"	"Hepatocellular carcinoma"	100316868	"NA"	406911	"Tsang Felice H C,Au Sandy L K,Wei Lai et al. Long non-coding RNA HOTTIP is frequently up-regulated in hepatocellular carcinoma and is targeted by tumour suppressive miR-125b.[J] .Liver Int., 2015, 35(5): 1597-606."
"MALAT1"	"AKT1"	"osteosarcoma"	378938	"ENSG00000251562"	207	"Dong Yongqiang,Liang Guojun,Yuan Bo et al. MALAT1 promotes the proliferation and metastasis of osteosarcoma cells by activating the PI3K/Akt pathway.[J] .Tumour Biol., 2015, 36(3): 1477-86."
"MALAT1"	"MMP9"	"osteosarcoma"	378938	"ENSG00000251562"	4318	"Dong Yongqiang,Liang Guojun,Yuan Bo et al. MALAT1 promotes the proliferation and metastasis of osteosarcoma cells by activating the PI3K/Akt pathway.[J] .Tumour Biol., 2015, 36(3): 1477-86."
"MALAT1"	"PCNA"	"osteosarcoma"	378938	"ENSG00000251562"	5111	"Dong Yongqiang,Liang Guojun,Yuan Bo et al. MALAT1 promotes the proliferation and metastasis of osteosarcoma cells by activating the PI3K/Akt pathway.[J] .Tumour Biol., 2015, 36(3): 1477-86."
"NEAT1"	"SRp40"	"murine pre-adipocytes"	283131	"ENSG00000245532"	857967	"Cooper Denise R,Carter Gay,Li Pengfei et al. Long Non-Coding RNA NEAT1 Associates with SRp40 to Temporally Regulate PPARγ2 Splicing during Adipogenesis in 3T3-L1 Cells.[J] .Genes (Basel), 2014, 5(4): 1050-63."
"CASC2"	"MIR21"	"gliomas"	255082	"ENSG00000177640"	406991	"Wang Ping,Liu Yun-Hui,Yao Yi-Long et al. Long non-coding RNA CASC2 suppresses malignancy in human gliomas by miR-21.[J] .Cell. Signal., 2015, 27(2): 275-82."
"Linc00974"	"MIR642A"	"hepatocellular carcinoma"	147093	"ENSG00000226629"	693227	"Tang J,Zhuo H,Zhang X et al. A novel biomarker Linc00974 interacting with KRT19 promotes proliferation and metastasis in hepatocellular carcinoma.[J] .Cell Death Dis, 2014, 5: e1549."
"CDKN2B-AS2"	"CDKN1A"	"non-small cell lung cancer"	100048913	"ENSG00000240499"	1026	"Nie Feng-qi,Sun Ming,Yang Jin-song et al. Long noncoding RNA ANRIL promotes non-small cell lung cancer cell proliferation and inhibits apoptosis by silencing KLF2 and P21 expression.[J] .Mol. Cancer Ther., 2015, 14(1): 268-77."
"CDKN2B-AS1"	"KLF2"	"non-small cell lung cancer"	100048912	"ENSG00000240498"	10365	"Nie Feng-qi,Sun Ming,Yang Jin-song et al. Long noncoding RNA ANRIL promotes non-small cell lung cancer cell proliferation and inhibits apoptosis by silencing KLF2 and P21 expression.[J] .Mol. Cancer Ther., 2015, 14(1): 268-77."
"PCGEM1"	"MYC"	"prostate tumors"	64002	"ENSG00000227418"	4609	"Hung Chiu-Lien,Wang Ling-Yu,Yu Yen-Ling et al. A long noncoding RNA connects c-Myc to tumor metabolism.[J] .Proc. Natl. Acad. Sci. U.S.A., 2014, 111(52): 18697-702."
"MDC1-AS"	"MDC1"	"bladder cancer"	106478956	"ENSG00000224328"	9656	"Xue Yao,Ma Gaoxiang,Zhang Zhensheng et al. A novel antisense long noncoding RNA regulates the expression of MDC1 in bladder cancer.[J] .Oncotarget, 2015, 6(1): 484-93."
"FOXCUT"	"FOXC1"	"breast cancer"	1	"NA"	2296	"Liu Juntao,Shen Lei,Yao Jie et al. Forkhead box C1 promoter upstream transcript, a novel long non-coding RNA, regulates proliferation and migration in basal-like breast cancer.[J] .Mol Med Rep, 2015, 11(4): 3155-9."
"MALAT1"	"CDKN1A"	"esophageal squamous cell carcinoma"	378938	"ENSG00000251562"	1026	"Wang Xinyu,Li Meng,Wang Zhiqiong et al. Silencing of long noncoding RNA MALAT1 by miR-101 and miR-217 inhibits proliferation, migration, and invasion of esophageal squamous cell carcinoma cells.[J] .J. Biol. Chem., 2015, 290(7): 3925-35."
"MALAT1"	"MYBL2"	"esophageal squamous cell carcinoma"	378938	"ENSG00000251562"	4605	"Wang Xinyu,Li Meng,Wang Zhiqiong et al. Silencing of long noncoding RNA MALAT1 by miR-101 and miR-217 inhibits proliferation, migration, and invasion of esophageal squamous cell carcinoma cells.[J] .J. Biol. Chem., 2015, 290(7): 3925-35."
"MALAT1"	"CDKN1B"	"esophageal squamous cell carcinoma"	378938	"ENSG00000251562"	0	"Wang Xinyu,Li Meng,Wang Zhiqiong et al. Silencing of long noncoding RNA MALAT1 by miR-101 and miR-217 inhibits proliferation, migration, and invasion of esophageal squamous cell carcinoma cells.[J] .J. Biol. Chem., 2015, 290(7): 3925-35."
"HOTAIR"	"CDKN1A"	"cervical cancer"	100124700	"ENSG00000228630"	1026	"Jing Li,Yuan Wang,Ruofan Dong et al. HOTAIR enhanced aggressive biological behaviors and induced radio-resistance via inhibiting p21 in cervical cancer.[J] .Tumour Biol., 2015, 36(5): 3611-9."
"CCAT1"	"MIR218-1"	"gallbladder cancer"	100507056	"NA"	407000	"Ma M-Z,Chu B-F,Zhang Y et al. Long non-coding RNA CCAT1 promotes gallbladder cancer development via negative modulation of miRNA-218-5p.[J] .Cell Death Dis, 2015, 6: e1583."
"XIST"	"MIR152"	"glioblastoma stem cells"	7503	"ENSG00000229807"	406943	"Yao Yilong,Ma Jun,Xue Yixue et al. Knockdown of long non-coding RNA XIST exerts tumor-suppressive functions in human glioblastoma stem cells by up-regulating miR-152.[J] .Cancer Lett., 2015, 359(1): 75-86."
"MIAT"	"MIR150"	"diabetic retinas and endothelial cells"	440823	"ENSG00000225783"	406942	"Yan Biao,Yao Jin,Liu Jing-Yu et al. lncRNA-MIAT regulates microvascular dysfunction by functioning as a competing endogenous RNA.[J] .Circ. Res., 2015, 116(7): 1143-56."
"MALAT1"	"EZH2"	"renal epithelial cells,renal cancer cell lines"	378938	"ENSG00000251562"	2146	"Hirata Hiroshi,Hinoda Yuji,Shahryari Varahram et al. Long Noncoding RNA MALAT1 Promotes Aggressive Renal Cell Carcinoma through Ezh2 and Interacts with miR-205.[J] .Cancer Res., 2015, 75(7): 1322-31."
"MALAT1"	"MIR205"	"renal epithelial cells,renal cancer cell lines"	378938	"ENSG00000251562"	406988	"Hirata Hiroshi,Hinoda Yuji,Shahryari Varahram et al. Long Noncoding RNA MALAT1 Promotes Aggressive Renal Cell Carcinoma through Ezh2 and Interacts with miR-205.[J] .Cancer Res., 2015, 75(7): 1322-31."
"BISPR"	"BST2"	"primary keratinocytes and natura lkiller(NK) and peripheral blood mononuclear cells"	105221694	"ENSG00000282851"	684	"Kambara Hiroto,Gunawardane Lalith,Zebrowski Elizabeth et al. Regulation of Interferon-Stimulated Gene BST2 by a lncRNA Transcribed from a Shared Bidirectional Promoter.[J] .Front Immunol, 2014, 5: 676."
"PANDAR"	"NFYA"	"non-small cell lung carcinoma"	101154753	"ENSG00000281450"	4800	"Han L,Zhang E-b,Yin D-d et al. Low expression of long noncoding RNA PANDAR predicts a poor prognosis of non-small cell lung cancer and affects cell apoptosis by regulating Bcl-2.[J] .Cell Death Dis, 2015, 6: e1665."
"SPRY4-IT1"	"ZNF703"	"breast cancer"	100642175	"NA"	80139	"Shi Yongguo,Li Juan,Liu Yangchen et al. The long noncoding RNA SPRY4-IT1 increases the proliferation of human breast cancer cells by upregulating ZNF703 expression.[J] .Mol. Cancer, 2015, 14: 51."
"MEG3"	"BMP4"	"mesenchymal stromal cells"	55384	"ENSG00000214548"	652	"Zhuang Wenzhuo, et al. (2015). Upregulation of lncRNA MEG3 Promotes Osteogenic Differentiation of Mesenchymal Stem Cells From Multiple Myeloma Patients By Targeting BMP4 Transcription.[J] .Stem Cells 33(6): 1985-97."
"MEG3"	"osteocalcin"	"mesenchymal stromal cells"	55384	"ENSG00000214548"	0	"Zhuang Wenzhuo, et al. (2015). Upregulation of lncRNA MEG3 Promotes Osteogenic Differentiation of Mesenchymal Stem Cells From Multiple Myeloma Patients By Targeting BMP4 Transcription.[J] .Stem Cells 33(6): 1985-97."
"MEG3"	"RUNX2"	"mesenchymal stromal cells"	55384	"ENSG00000214548"	860	"Zhuang Wenzhuo, et al. (2015). Upregulation of lncRNA MEG3 Promotes Osteogenic Differentiation of Mesenchymal Stem Cells From Multiple Myeloma Patients By Targeting BMP4 Transcription.[J] .Stem Cells 33(6): 1985-97."
"MEG3"	"SP7"	"mesenchymal stromal cells"	55384	"ENSG00000214548"	121340	"Zhuang Wenzhuo, et al. (2015). Upregulation of lncRNA MEG3 Promotes Osteogenic Differentiation of Mesenchymal Stem Cells From Multiple Myeloma Patients By Targeting BMP4 Transcription.[J] .Stem Cells 33(6): 1985-97."
"Miat"	"Bmi1"	"medial prefrontal cortex of adult mice"	330166	"ENSMUSG00000097767"	12151	"Spadaro Paola A,Flavell Charlotte R,Widagdo Jocelyn et al. Long Noncoding RNA-Directed Epigenetic Regulation of Gene Expression Is Associated With Anxiety-like Behavior in Mice.[J] .Biol. Psychiatry, 2015, 78(12): 848-59."
"GAS5"	"ANXA2"	"saphenous vein smooth muscle cells"	60674	"ENSG00000234741"	302	"Li Li,Li Xiang,The Erlinda et al. Low expression of lncRNA-GAS5 is implicated in human primary varicose great saphenous veins.[J] .PLoS ONE, 2015, 10(3): e0120550."
"HOTAIR"	"BCL2"	"pregnant placentas"	100124700	"ENSG00000228630"	596	"Zou Yan-fen,et al. (2015). [Long noncoding RNA HOTAIR modulates the function of trophoblast cells in pre-eclampsia].[J] .Sichuan Da Xue Xue Bao Yi Xue Ban 46(1): 113-7, 122."
"HOTAIR"	"CASP3"	"pregnant placentas"	100124700	"ENSG00000228630"	836	"Zou Yan-fen,et al. (2015). [Long noncoding RNA HOTAIR modulates the function of trophoblast cells in pre-eclampsia].[J] .Sichuan Da Xue Xue Bao Yi Xue Ban 46(1): 113-7, 122."
"LINC00261"	"FOXA2"	"gallbladder cancer"	140828	"ENSG00000259974"	3170	"Jiang Wei,Liu Yuting,Liu Rui et al. The lncRNA DEANR1 facilitates human endoderm differentiation by activating FOXA2 expression.[J] .Cell Rep, 2015, 11(1): 137-48."
"BCYRN1"	"MMP13"	"non-small-cell lung cancer"	618	"ENSG00000236824"	4322	"Hu Tao,Lu Yu-Run. BCYRN1, a c-MYC-activated long non-coding RNA, regulates cell metastasis of non-small-cell lung cancer.[J] .Cancer Cell Int., 2015, 15: 36."
"BCYRN1"	"MMP9"	"non-small-cell lung cancer"	618	"ENSG00000236824"	4318	"Hu Tao,Lu Yu-Run. BCYRN1, a c-MYC-activated long non-coding RNA, regulates cell metastasis of non-small-cell lung cancer.[J] .Cancer Cell Int., 2015, 15: 36."
"PVT1"	"EZH2"	"gastric cancer tissues"	5820	"ENSG00000249859"	2146	"Kong Rong,Zhang Er-bao,Yin Dan-dan et al. Long noncoding RNA PVT1 indicates a poor prognosis of gastric cancer and promotes cell proliferation through epigenetically regulating p15 and p16.[J] .Mol. Cancer, 2015, 14: 82."
"PARTICL"	"MAT2A"	"NA"	100630918	"NA"	4144	"O'Leary Valerie Bríd,Ovsepian Saak Victor,Carrascosa Laura Garcia et al. PARTICLE, a Triplex-Forming Long ncRNA, Regulates Locus-Specific Methylation in Response to Low-Dose Irradiation.[J] .Cell Rep, 2015, 11(3): 474-85."
"HOTAIR"	"CDH1"	"oral squamous cell carcinoma"	100124700	"ENSG00000228630"	999	"Wu Yansheng,Zhang Li,Zhang Lun et al. Long non-coding RNA HOTAIR promotes tumor cell invasion and metastasis by recruiting EZH2 and repressing E-cadherin in oral squamous cell carcinoma.[J] .Int. J. Oncol., 2015, 46(6): 2586-94."
