source	target	TF_EntrezID	TF_Ensembl_ID	target_EntrezID	Paper
E2F1	BDH1	NA	NA	NA	NA
E2F1	SLC25A1	NA	NA	NA	NA
E2F1	YWHAH	NA	NA	NA	NA
E2F1	HNRNPA2B1	NA	NA	NA	NA
E2F1	PPIA	NA	NA	NA	NA
E2F1	AKR1B1	NA	NA	NA	NA
E2F1	TUBA1B	NA	NA	NA	NA
E2F1	HNRNPA1	NA	NA	NA	NA
E2F1	PA2G4	NA	NA	NA	NA
E2F1	PTGES3	NA	NA	NA	NA
E2F1	SLC25A3	NA	NA	NA	NA
E2F1	CORO1C	NA	NA	NA	NA
E2F1	ATP2A2	NA	NA	NA	NA
E2F1	ERP29	NA	NA	NA	NA
E2F1	RAN	NA	NA	NA	NA
E2F1	PRDX2	NA	NA	NA	NA
E2F1	CALR	NA	NA	NA	NA
E2F1	DNAJB1	NA	NA	NA	NA
E2F1	TPM4	NA	NA	NA	NA
E2F1	ACTN4	NA	NA	NA	NA
E2F1	RPS16	NA	NA	NA	NA
E2F1	RPL28	NA	NA	NA	NA
E2F1	SLC27A5	NA	NA	NA	NA
E2F1	GDI2	NA	NA	NA	NA
E2F1	VIM	NA	NA	NA	NA
E2F1	ITGB1	NA	NA	NA	NA
E2F1	HNRNPF	NA	NA	NA	NA
E2F1	HNRNPH3	NA	NA	NA	NA
E2F1	PBLD	NA	NA	NA	NA
E2F1	PPIF	NA	NA	NA	NA
E2F1	GLUD1	NA	NA	NA	NA
E2F1	GOT1	NA	NA	NA	NA
E2F1	EIF3A	NA	NA	NA	NA
E2F1	TJP2	NA	NA	NA	NA
E2F1	HNRNPK	NA	NA	NA	NA
E2F1	RPL35	NA	NA	NA	NA
E2F1	SPTAN1	NA	NA	NA	NA
E2F1	TUBB4B	NA	NA	NA	NA
E2F1	PNP	NA	NA	NA	NA
E2F1	ACTN1	NA	NA	NA	NA
E2F1	HSP90AA1	NA	NA	NA	NA
E2F1	B2M	NA	NA	NA	NA
E2F1	ANXA2	NA	NA	NA	NA
E2F1	TPM1	NA	NA	NA	NA
E2F1	RPL4	NA	NA	NA	NA
E2F1	COX5A	NA	NA	NA	NA
E2F1	IDH2	NA	NA	NA	NA
E2F1	TXNDC5	NA	NA	NA	NA
E2F1	TUBB	NA	NA	NA	NA
E2F1	CLIC1	NA	NA	NA	NA
E2F1	RPS18	NA	NA	NA	NA
E2F1	SRSF3	NA	NA	NA	NA
E2F1	SYNCRIP	NA	NA	NA	NA
E2F1	EZR	NA	NA	NA	NA
E2F1	HSD17B8	NA	NA	NA	NA
E2F1	HSP90AB1	NA	NA	NA	NA
E2F1	RPS12	NA	NA	NA	NA
E2F1	SOD2	NA	NA	NA	NA
E2F1	ACAT2	NA	NA	NA	NA
E2F1	TCP1	NA	NA	NA	NA
E2F1	PSMB1	NA	NA	NA	NA
E2F1	SLC25A6	NA	NA	NA	NA
E2F1	UBA1	NA	NA	NA	NA
E2F1	NONO	NA	NA	NA	NA
E2F1	PGK1	NA	NA	NA	NA
E2F1	SLC25A5	NA	NA	NA	NA
E2F1	AIFM1	NA	NA	NA	NA
E2F1	RBMX	NA	NA	NA	NA
E2F1	NSDHL	NA	NA	NA	NA
E2F1	RPL10	NA	NA	NA	NA
E2F1	G6PD	NA	NA	NA	NA
E2F1	LETM1	NA	NA	NA	NA
E2F1	UGDH	NA	NA	NA	NA
E2F1	SEC31A	NA	NA	NA	NA
E2F1	PDLIM5	NA	NA	NA	NA
E2F1	PPA2	NA	NA	NA	NA
E2F1	RPS3A	NA	NA	NA	NA
E2F1	ETFDH	NA	NA	NA	NA
E2F1	CTSB	NA	NA	NA	NA
E2F1	RPS20	NA	NA	NA	NA
E2F1	RPL7	NA	NA	NA	NA
E2F1	PABPC1	NA	NA	NA	NA
E2F1	CYC1	NA	NA	NA	NA
E2F1	GPT	NA	NA	NA	NA
E2F1	RPL8	NA	NA	NA	NA
E2F1	RPL32	NA	NA	NA	NA
E2F1	RPL15	NA	NA	NA	NA
E2F1	RPSA	NA	NA	NA	NA
E2F1	RPL14	NA	NA	NA	NA
E2F1	MAP4	NA	NA	NA	NA
E2F1	UQCRC1	NA	NA	NA	NA
E2F1	IMPDH2	NA	NA	NA	NA
E2F1	RPL29	NA	NA	NA	NA
E2F1	TKT	NA	NA	NA	NA
E2F1	SUCLG2	NA	NA	NA	NA
E2F1	PSMD2	NA	NA	NA	NA
E2F1	EIF4G1	NA	NA	NA	NA
E2F1	GAMT	NA	NA	NA	NA
E2F1	RPS15	NA	NA	NA	NA
E2F1	SGTA	NA	NA	NA	NA
E2F1	EEF2	NA	NA	NA	NA
E2F1	LONP1	NA	NA	NA	NA
E2F1	KHSRP	NA	NA	NA	NA
E2F1	TUBB4A	NA	NA	NA	NA
E2F1	C3	NA	NA	NA	NA
E2F1	RPS28	NA	NA	NA	NA
E2F1	HNRNPM	NA	NA	NA	NA
E2F1	CDC37	NA	NA	NA	NA
E2F1	PRKCSH	NA	NA	NA	NA
E2F1	ECH1	NA	NA	NA	NA
E2F1	HNRNPL	NA	NA	NA	NA
E2F1	TIMM50	NA	NA	NA	NA
E2F1	PSMC4	NA	NA	NA	NA
E2F1	BLVRB	NA	NA	NA	NA
E2F1	RPS19	NA	NA	NA	NA
E2F1	NAPA	NA	NA	NA	NA
E2F1	RPL18	NA	NA	NA	NA
E2F1	NUCB1	NA	NA	NA	NA
E2F1	FTL	NA	NA	NA	NA
E2F1	RPL13A	NA	NA	NA	NA
E2F1	RPS11	NA	NA	NA	NA
E2F1	ETFB	NA	NA	NA	NA
E2F1	PPP2R1A	NA	NA	NA	NA
E2F1	RPS9	NA	NA	NA	NA
E2F1	DECR2	NA	NA	NA	NA
E2F1	RPS2	NA	NA	NA	NA
E2F1	TRAP1	NA	NA	NA	NA
E2F1	PPL	NA	NA	NA	NA
E2F1	TUFM	NA	NA	NA	NA
E2F1	MVP	NA	NA	NA	NA
E2F1	COX4I1	NA	NA	NA	NA
E2F1	RPL13	NA	NA	NA	NA
E2F1	USP14	NA	NA	NA	NA
E2F1	CYB5A	NA	NA	NA	NA
E2F1	SDHA	NA	NA	NA	NA
E2F1	CCT5	NA	NA	NA	NA
E2F1	NADK2	NA	NA	NA	NA
E2F1	HMGCS1	NA	NA	NA	NA
E2F1	NNT	NA	NA	NA	NA
E2F1	TBCA	NA	NA	NA	NA
E2F1	RPS23	NA	NA	NA	NA
E2F1	CAST	NA	NA	NA	NA
E2F1	HSPA9	NA	NA	NA	NA
E2F1	CTNNA1	NA	NA	NA	NA
E2F1	RPS14	NA	NA	NA	NA
E2F1	ANXA6	NA	NA	NA	NA
E2F1	NPM1	NA	NA	NA	NA
E2F1	CLTB	NA	NA	NA	NA
E2F1	LMAN2	NA	NA	NA	NA
E2F1	PDIA3	NA	NA	NA	NA
E2F1	GATM	NA	NA	NA	NA
E2F1	PPIB	NA	NA	NA	NA
E2F1	CLPX	NA	NA	NA	NA
E2F1	ANP32A	NA	NA	NA	NA
E2F1	PKM	NA	NA	NA	NA
E2F1	ETFA	NA	NA	NA	NA
E2F1	PSMA4	NA	NA	NA	NA
E2F1	FKBP4	NA	NA	NA	NA
E2F1	GAPDH	NA	NA	NA	NA
E2F1	TPI1	NA	NA	NA	NA
E2F1	PHB2	NA	NA	NA	NA
E2F1	STRAP	NA	NA	NA	NA
E2F1	LDHB	NA	NA	NA	NA
E2F1	GPD1	NA	NA	NA	NA
E2F1	EIF4B	NA	NA	NA	NA
E2F1	ESYT1	NA	NA	NA	NA
E2F1	MYL6	NA	NA	NA	NA
E2F1	CS	NA	NA	NA	NA
E2F1	LRP1	NA	NA	NA	NA
E2F1	SHMT2	NA	NA	NA	NA
E2F1	CCT2	NA	NA	NA	NA
E2F1	EEA1	NA	NA	NA	NA
E2F1	HSP90B1	NA	NA	NA	NA
E2F1	TXNRD1	NA	NA	NA	NA
E2F1	RPL6	NA	NA	NA	NA
E2F1	PEBP1	NA	NA	NA	NA
E2F1	RPLP0	NA	NA	NA	NA
E2F1	ACADS	NA	NA	NA	NA
E2F1	NSFL1C	NA	NA	NA	NA
E2F1	RRBP1	NA	NA	NA	NA
E2F1	CHMP4B	NA	NA	NA	NA
E2F1	AHCY	NA	NA	NA	NA
E2F1	GSS	NA	NA	NA	NA
E2F1	EIF6	NA	NA	NA	NA
E2F1	RPN2	NA	NA	NA	NA
E2F1	YWHAB	NA	NA	NA	NA
E2F1	CTSZ	NA	NA	NA	NA
E2F1	PSMA7	NA	NA	NA	NA
E2F1	RPLP2	NA	NA	NA	NA
E2F1	CTSD	NA	NA	NA	NA
E2F1	RPL27A	NA	NA	NA	NA
E2F1	HTATIP2	NA	NA	NA	NA
E2F1	HSD17B12	NA	NA	NA	NA
E2F1	EEF1G	NA	NA	NA	NA
E2F1	STIP1	NA	NA	NA	NA
E2F1	PRDX5	NA	NA	NA	NA
E2F1	CFL1	NA	NA	NA	NA
E2F1	NDUFV1	NA	NA	NA	NA
E2F1	RPS3	NA	NA	NA	NA
E2F1	C11orf54	NA	NA	NA	NA
E2F1	ACAT1	NA	NA	NA	NA
E2F1	DLAT	NA	NA	NA	NA
E2F1	APOA1	NA	NA	NA	NA
E2F1	RPS25	NA	NA	NA	NA
E2F1	HYOU1	NA	NA	NA	NA
E2F1	HSPA8	NA	NA	NA	NA
E2F1	STT3A	NA	NA	NA	NA
E2F1	PITRM1	NA	NA	NA	NA
E2F1	PPA1	NA	NA	NA	NA
E2F1	VCL	NA	NA	NA	NA
E2F1	VDAC2	NA	NA	NA	NA
E2F1	ANXA11	NA	NA	NA	NA
E2F1	PDLIM1	NA	NA	NA	NA
E2F1	ACTR1A	NA	NA	NA	NA
E2F1	GSTO1	NA	NA	NA	NA
E2F1	PRDX3	NA	NA	NA	NA
E2F1	ACADSB	NA	NA	NA	NA
E2F1	HNRNPC	NA	NA	NA	NA
E2F1	PSMB5	NA	NA	NA	NA
E2F1	PCK2	NA	NA	NA	NA
E2F1	PSME2	NA	NA	NA	NA
E2F1	PSMA6	NA	NA	NA	NA
E2F1	SEC23A	NA	NA	NA	NA
E2F1	PSMA3	NA	NA	NA	NA
E2F1	MTHFD1	NA	NA	NA	NA
E2F1	EIF2S1	NA	NA	NA	NA
E2F1	ALDH6A1	NA	NA	NA	NA
E2F1	DLST	NA	NA	NA	NA
E2F1	TMED10	NA	NA	NA	NA
E2F1	DYNC1H1	NA	NA	NA	NA
E2F1	INF2	NA	NA	NA	NA
E2F1	VCP	NA	NA	NA	NA
E2F1	TLN1	NA	NA	NA	NA
E2F1	GRHPR	NA	NA	NA	NA
E2F1	ALDH1B1	NA	NA	NA	NA
E2F1	ERP44	NA	NA	NA	NA
E2F1	RAD23B	NA	NA	NA	NA
E2F1	TXN	NA	NA	NA	NA
E2F1	HSDL2	NA	NA	NA	NA
E2F1	RAB14	NA	NA	NA	NA
E2F1	GSN	NA	NA	NA	NA
E2F1	STOM	NA	NA	NA	NA
E2F1	HSPA5	NA	NA	NA	NA
E2F1	RPL7A	NA	NA	NA	NA
E2F1	PMPCA	NA	NA	NA	NA
E2F1	RPS7	NA	NA	NA	NA
E2F1	YWHAQ	NA	NA	NA	NA
E2F1	PDIA6	NA	NA	NA	NA
E2F1	RAB10	NA	NA	NA	NA
E2F1	CCT4	NA	NA	NA	NA
E2F1	MDH1	NA	NA	NA	NA
E2F1	UGP2	NA	NA	NA	NA
E2F1	CCT7	NA	NA	NA	NA
E2F1	SUCLG1	NA	NA	NA	NA
E2F1	CAPG	NA	NA	NA	NA
E2F1	IMMT	NA	NA	NA	NA
E2F1	ACTR3	NA	NA	NA	NA
E2F1	EEF1B2	NA	NA	NA	NA
E2F1	CPS1	NA	NA	NA	NA
E2F1	FN1	NA	NA	NA	NA
E2F1	XRCC5	NA	NA	NA	NA
E2F1	VIL1	NA	NA	NA	NA
E2F1	TUBA4A	NA	NA	NA	NA
E2F1	PSMD1	NA	NA	NA	NA
E2F1	GART	NA	NA	NA	NA
E2F1	PFKL	NA	NA	NA	NA
E2F1	CYCS	NA	NA	NA	NA
E2F1	HIBADH	NA	NA	NA	NA
E2F1	PSMA2	NA	NA	NA	NA
E2F1	OGDH	NA	NA	NA	NA
E2F1	CCT6A	NA	NA	NA	NA
E2F1	ASL	NA	NA	NA	NA
E2F1	POR	NA	NA	NA	NA
E2F1	HSPB1	NA	NA	NA	NA
E2F1	YWHAG	NA	NA	NA	NA
E2F1	ARPC1B	NA	NA	NA	NA
E2F1	NAMPT	NA	NA	NA	NA
E2F1	SND1	NA	NA	NA	NA
E2F1	GSTK1	NA	NA	NA	NA
E2F1	PDIA4	NA	NA	NA	NA
E2F1	TXNDC17	NA	NA	NA	NA
E2F1	ACADVL	NA	NA	NA	NA
E2F1	RPL26	NA	NA	NA	NA
E2F1	ALDH3A2	NA	NA	NA	NA
E2F1	POLDIP2	NA	NA	NA	NA
E2F1	ALDOC	NA	NA	NA	NA
E2F1	PSMD11	NA	NA	NA	NA
E2F1	RPL23	NA	NA	NA	NA
E2F1	PSMD3	NA	NA	NA	NA
E2F1	JUP	NA	NA	NA	NA
E2F1	ACLY	NA	NA	NA	NA
E2F1	RAB5C	NA	NA	NA	NA
E2F1	RPL27	NA	NA	NA	NA
E2F1	PHB	NA	NA	NA	NA
E2F1	LRRC59	NA	NA	NA	NA
E2F1	NME2	NA	NA	NA	NA
E2F1	PSMC5	NA	NA	NA	NA
E2F1	GALK1	NA	NA	NA	NA
E2F1	ACOX1	NA	NA	NA	NA
E2F1	EIF4A3	NA	NA	NA	NA
E2F1	P4HB	NA	NA	NA	NA
E2F1	DCXR	NA	NA	NA	NA
E2F1	RPL21	NA	NA	NA	NA
E2F1	HSPH1	NA	NA	NA	NA
E2F1	TPT1	NA	NA	NA	NA
E2F1	LCP1	NA	NA	NA	NA
E2F1	ESD	NA	NA	NA	NA
E2F1	SNRPD3	NA	NA	NA	NA
E2F1	MYH9	NA	NA	NA	NA
E2F1	TST	NA	NA	NA	NA
E2F1	MPST	NA	NA	NA	NA
E2F1	LGALS1	NA	NA	NA	NA
E2F1	RPL3	NA	NA	NA	NA
E2F1	ST13	NA	NA	NA	NA
E2F1	ACO2	NA	NA	NA	NA
E2F1	XRCC6	NA	NA	NA	NA
E2F1	CYB5R3	NA	NA	NA	NA
E2F1	TYMP	NA	NA	NA	NA
E2F1	GNB1	NA	NA	NA	NA
E2F1	LRRC47	NA	NA	NA	NA
E2F1	RPL22	NA	NA	NA	NA
E2F1	PARK7	NA	NA	NA	NA
E2F1	H6PD	NA	NA	NA	NA
E2F1	PGD	NA	NA	NA	NA
E2F1	SRM	NA	NA	NA	NA
E2F1	SDHB	NA	NA	NA	NA
E2F1	DDOST	NA	NA	NA	NA
E2F1	RPL11	NA	NA	NA	NA
E2F1	HMGCL	NA	NA	NA	NA
E2F1	SFN	NA	NA	NA	NA
E2F1	NUDC	NA	NA	NA	NA
E2F1	EIF3I	NA	NA	NA	NA
E2F1	AK2	NA	NA	NA	NA
E2F1	SFPQ	NA	NA	NA	NA
E2F1	CAP1	NA	NA	NA	NA
E2F1	RPS8	NA	NA	NA	NA
E2F1	CPT2	NA	NA	NA	NA
E2F1	PGM1	NA	NA	NA	NA
E2F1	FUBP1	NA	NA	NA	NA
E2F1	PSMA5	NA	NA	NA	NA
E2F1	ATP1A1	NA	NA	NA	NA
E2F1	RPS27	NA	NA	NA	NA
E2F1	PKLR	NA	NA	NA	NA
E2F1	LMNA	NA	NA	NA	NA
E2F1	TAGLN2	NA	NA	NA	NA
E2F1	EPHX1	NA	NA	NA	NA
E2F1	SSBP1	NA	NA	NA	NA
E2F1	NUDT5	NA	NA	NA	NA
E2F1	CMBL	NA	NA	NA	NA
E2F1	ALDH7A1	NA	NA	NA	NA
E2F1	RPL10A	NA	NA	NA	NA
E2F1	HSD17B10	NA	NA	NA	NA
E2F1	SSR4	NA	NA	NA	NA
E2F1	RPL38	NA	NA	NA	NA
E2F1	ALDH4A1	NA	NA	NA	NA
E2F1	S100A11	NA	NA	NA	NA
E2F1	HAGH	NA	NA	NA	NA
E2F1	EHHADH	NA	NA	NA	NA
E2F1	PAPSS2	NA	NA	NA	NA
E2F1	KRT8	NA	NA	NA	NA
E2F1	KRT18	NA	NA	NA	NA
E2F1	ALDH1L2	NA	NA	NA	NA
E2F1	UQCRC2	NA	NA	NA	NA
E2F1	AHNAK	NA	NA	NA	NA
E2F1	PSMC6	NA	NA	NA	NA
E2F1	PGLS	NA	NA	NA	NA
E2F1	DECR1	NA	NA	NA	NA
E2F1	RPL30	NA	NA	NA	NA
E2F1	RPS6	NA	NA	NA	NA
E2F1	AK1	NA	NA	NA	NA
EP300	LRPPRC	NA	NA	NA	NA
EP300	UGP2	NA	NA	NA	NA
EP300	ACTR3	NA	NA	NA	NA
EP300	CTSZ	NA	NA	NA	NA
EP300	TMEM33	NA	NA	NA	NA
EP300	HNRNPD	NA	NA	NA	NA
EP300	HNRNPDL	NA	NA	NA	NA
EP300	ALDH5A1	NA	NA	NA	NA
EP300	TUBB	NA	NA	NA	NA
EP300	CLIC1	NA	NA	NA	NA
EP300	B2M	NA	NA	NA	NA
EP300	PKM	NA	NA	NA	NA
EP300	HNRNPK	NA	NA	NA	NA
EP300	RPL35	NA	NA	NA	NA
EP300	C3	NA	NA	NA	NA
EP300	TPM4	NA	NA	NA	NA
EP300	RPLP2	NA	NA	NA	NA
EP300	POR	NA	NA	NA	NA
EP300	SSBP1	NA	NA	NA	NA
EP300	RPL22	NA	NA	NA	NA
EP300	RPL11	NA	NA	NA	NA
EP300	ATP1A1	NA	NA	NA	NA
EP300	LMNA	NA	NA	NA	NA
EP300	TAGLN2	NA	NA	NA	NA
EP300	MYH9	NA	NA	NA	NA
EP300	GAPDH	NA	NA	NA	NA
EP300	PHB2	NA	NA	NA	NA
EP300	CORO1C	NA	NA	NA	NA
EP300	ERP29	NA	NA	NA	NA
EP300	TUBB2A	NA	NA	NA	NA
EP300	DSP	NA	NA	NA	NA
EP300	RPS18	NA	NA	NA	NA
EP300	RPL10A	NA	NA	NA	NA
EP300	HSP90AB1	NA	NA	NA	NA
EP300	SYNCRIP	NA	NA	NA	NA
EP300	RPS12	NA	NA	NA	NA
EP300	EZR	NA	NA	NA	NA
EP300	SOD2	NA	NA	NA	NA
EP300	NUDT5	NA	NA	NA	NA
EP300	VIM	NA	NA	NA	NA
EP300	ITGB1	NA	NA	NA	NA
EP300	HNRNPF	NA	NA	NA	NA
EP300	VCL	NA	NA	NA	NA
EP300	VDAC2	NA	NA	NA	NA
EP300	PPIF	NA	NA	NA	NA
EP300	PAPSS2	NA	NA	NA	NA
EP300	PDLIM1	NA	NA	NA	NA
EP300	ACADSB	NA	NA	NA	NA
EP300	YWHAH	NA	NA	NA	NA
EP300	TST	NA	NA	NA	NA
EP300	MPST	NA	NA	NA	NA
EP300	LGALS1	NA	NA	NA	NA
EP300	ST13	NA	NA	NA	NA
EP300	CYB5R3	NA	NA	NA	NA
EP300	TYMP	NA	NA	NA	NA
EP300	SLC25A6	NA	NA	NA	NA
EP300	PRDX4	NA	NA	NA	NA
EP300	MAOA	NA	NA	NA	NA
EP300	UBA1	NA	NA	NA	NA
EP300	SLC25A5	NA	NA	NA	NA
EP300	SSR4	NA	NA	NA	NA
EP300	FLNA	NA	NA	NA	NA
EP300	RPL10	NA	NA	NA	NA
EP300	CCT5	NA	NA	NA	NA
EP300	NADK2	NA	NA	NA	NA
EP300	TMED7-TICAM2	NA	NA	NA	NA
EP300	TMED7	NA	NA	NA	NA
EP300	HSD17B4	NA	NA	NA	NA
EP300	ALDH7A1	NA	NA	NA	NA
EP300	LMNB1	NA	NA	NA	NA
EP300	CTNNA1	NA	NA	NA	NA
EP300	MATR3	NA	NA	NA	NA
EP300	RPS14	NA	NA	NA	NA
EP300	ERGIC1	NA	NA	NA	NA
EP300	CLTB	NA	NA	NA	NA
EP300	SQSTM1	NA	NA	NA	NA
EP300	RPS7	NA	NA	NA	NA
EP300	YWHAQ	NA	NA	NA	NA
EP300	PDIA6	NA	NA	NA	NA
EP300	DDX1	NA	NA	NA	NA
EP300	HADHB	NA	NA	NA	NA
EP300	HADHA	NA	NA	NA	NA
EP300	SPTBN1	NA	NA	NA	NA
EP300	CCT4	NA	NA	NA	NA
EP300	MDH1	NA	NA	NA	NA
EP300	GFPT1	NA	NA	NA	NA
EP300	ANXA4	NA	NA	NA	NA
EP300	PCBP1	NA	NA	NA	NA
EP300	CCT7	NA	NA	NA	NA
EP300	MAT2A	NA	NA	NA	NA
EP300	DPP4	NA	NA	NA	NA
EP300	HNRNPA3	NA	NA	NA	NA
EP300	HIBCH	NA	NA	NA	NA
EP300	HSPD1	NA	NA	NA	NA
EP300	HSPE1	NA	NA	NA	NA
EP300	IDH1	NA	NA	NA	NA
EP300	CPS1	NA	NA	NA	NA
EP300	FN1	NA	NA	NA	NA
EP300	TUBA4A	NA	NA	NA	NA
EP300	LRRFIP1	NA	NA	NA	NA
EP300	HNRNPA2B1	NA	NA	NA	NA
EP300	HIBADH	NA	NA	NA	NA
EP300	OGDH	NA	NA	NA	NA
EP300	PPIA	NA	NA	NA	NA
EP300	CCT6A	NA	NA	NA	NA
EP300	HSPB1	NA	NA	NA	NA
EP300	YWHAG	NA	NA	NA	NA
EP300	SLC25A13	NA	NA	NA	NA
EP300	SND1	NA	NA	NA	NA
EP300	AKR1B1	NA	NA	NA	NA
EP300	ZYX	NA	NA	NA	NA
EP300	PCK2	NA	NA	NA	NA
EP300	MTHFD1	NA	NA	NA	NA
EP300	ACTN1	NA	NA	NA	NA
EP300	ALDH6A1	NA	NA	NA	NA
EP300	DLST	NA	NA	NA	NA
EP300	TMED10	NA	NA	NA	NA
EP300	HSP90AA1	NA	NA	NA	NA
EP300	INF2	NA	NA	NA	NA
EP300	GLDC	NA	NA	NA	NA
EP300	VCP	NA	NA	NA	NA
EP300	TLN1	NA	NA	NA	NA
EP300	GRHPR	NA	NA	NA	NA
EP300	ALDH1B1	NA	NA	NA	NA
EP300	TJP2	NA	NA	NA	NA
EP300	RAD23B	NA	NA	NA	NA
EP300	RAB14	NA	NA	NA	NA
EP300	GSN	NA	NA	NA	NA
EP300	PSMB7	NA	NA	NA	NA
EP300	SPTAN1	NA	NA	NA	NA
EP300	RPL7A	NA	NA	NA	NA
EP300	TUBB4B	NA	NA	NA	NA
EP300	FKBP4	NA	NA	NA	NA
EP300	TPI1	NA	NA	NA	NA
EP300	STRAP	NA	NA	NA	NA
EP300	LDHB	NA	NA	NA	NA
EP300	KRT8	NA	NA	NA	NA
EP300	RPS26	NA	NA	NA	NA
EP300	ESYT1	NA	NA	NA	NA
EP300	MYL6	NA	NA	NA	NA
EP300	CS	NA	NA	NA	NA
EP300	PTGES3	NA	NA	NA	NA
EP300	SHMT2	NA	NA	NA	NA
EP300	EEA1	NA	NA	NA	NA
EP300	HSP90B1	NA	NA	NA	NA
EP300	TXNRD1	NA	NA	NA	NA
EP300	CKAP4	NA	NA	NA	NA
EP300	RPL6	NA	NA	NA	NA
EP300	RPLP0	NA	NA	NA	NA
EP300	RAN	NA	NA	NA	NA
EP300	GART	NA	NA	NA	NA
EP300	TPM1	NA	NA	NA	NA
EP300	PPIB	NA	NA	NA	NA
EP300	CLPX	NA	NA	NA	NA
EP300	ANP32A	NA	NA	NA	NA
EP300	COX5A	NA	NA	NA	NA
EP300	PSMA4	NA	NA	NA	NA
EP300	WDR1	NA	NA	NA	NA
EP300	UGDH	NA	NA	NA	NA
EP300	OCIAD2	NA	NA	NA	NA
EP300	PAICS	NA	NA	NA	NA
EP300	SEC31A	NA	NA	NA	NA
EP300	PDLIM5	NA	NA	NA	NA
EP300	PPA2	NA	NA	NA	NA
EP300	ANXA5	NA	NA	NA	NA
EP300	RPS3A	NA	NA	NA	NA
EP300	USP14	NA	NA	NA	NA
EP300	TPT1	NA	NA	NA	NA
EP300	UCHL3	NA	NA	NA	NA
EP300	LMO7	NA	NA	NA	NA
EP300	PCCA	NA	NA	NA	NA
EP300	ATP6V1B2	NA	NA	NA	NA
EP300	DPYSL2	NA	NA	NA	NA
EP300	CLU	NA	NA	NA	NA
EP300	GSR	NA	NA	NA	NA
EP300	RPS20	NA	NA	NA	NA
EP300	PABPC1	NA	NA	NA	NA
EP300	YWHAZ	NA	NA	NA	NA
EP300	NDRG1	NA	NA	NA	NA
EP300	EEF1D	NA	NA	NA	NA
EP300	PLEC	NA	NA	NA	NA
EP300	GPT	NA	NA	NA	NA
EP300	RPL8	NA	NA	NA	NA
EP300	GNB1	NA	NA	NA	NA
EP300	LRRC47	NA	NA	NA	NA
EP300	PARK7	NA	NA	NA	NA
EP300	ENO1	NA	NA	NA	NA
EP300	H6PD	NA	NA	NA	NA
EP300	PGD	NA	NA	NA	NA
EP300	SDHB	NA	NA	NA	NA
EP300	ALDH4A1	NA	NA	NA	NA
EP300	CAPZB	NA	NA	NA	NA
EP300	HNRNPR	NA	NA	NA	NA
EP300	SFN	NA	NA	NA	NA
EP300	NUDC	NA	NA	NA	NA
EP300	SFPQ	NA	NA	NA	NA
EP300	CAP1	NA	NA	NA	NA
EP300	RPS8	NA	NA	NA	NA
EP300	PRDX1	NA	NA	NA	NA
EP300	CMPK1	NA	NA	NA	NA
EP300	CPT2	NA	NA	NA	NA
EP300	FUBP1	NA	NA	NA	NA
EP300	DDAH1	NA	NA	NA	NA
EP300	SEC22B	NA	NA	NA	NA
EP300	FMO5	NA	NA	NA	NA
EP300	RPS27	NA	NA	NA	NA
EP300	TPM3	NA	NA	NA	NA
EP300	HDGF	NA	NA	NA	NA
EP300	PARP1	NA	NA	NA	NA
EP300	HNRNPU	NA	NA	NA	NA
EP300	NSFL1C	NA	NA	NA	NA
EP300	DSTN	NA	NA	NA	NA
EP300	RRBP1	NA	NA	NA	NA
EP300	CHMP4B	NA	NA	NA	NA
EP300	GSS	NA	NA	NA	NA
EP300	EIF6	NA	NA	NA	NA
EP300	RPN2	NA	NA	NA	NA
EP300	YWHAB	NA	NA	NA	NA
EP300	PSMA7	NA	NA	NA	NA
EP300	PFN1	NA	NA	NA	NA
EP300	ENO3	NA	NA	NA	NA
EP300	ACADVL	NA	NA	NA	NA
EP300	EIF4A1	NA	NA	NA	NA
EP300	RPL26	NA	NA	NA	NA
EP300	POLDIP2	NA	NA	NA	NA
EP300	ALDOC	NA	NA	NA	NA
EP300	RPL23A	NA	NA	NA	NA
EP300	PIPOX	NA	NA	NA	NA
EP300	PSMD11	NA	NA	NA	NA
EP300	RPL23	NA	NA	NA	NA
EP300	RPL19	NA	NA	NA	NA
EP300	PSMD3	NA	NA	NA	NA
EP300	KRT19	NA	NA	NA	NA
EP300	JUP	NA	NA	NA	NA
EP300	RPL27	NA	NA	NA	NA
EP300	KPNB1	NA	NA	NA	NA
EP300	PHB	NA	NA	NA	NA
EP300	CLTC	NA	NA	NA	NA
EP300	PSMC5	NA	NA	NA	NA
EP300	RPL38	NA	NA	NA	NA
EP300	SLC9A3R1	NA	NA	NA	NA
EP300	ACOX1	NA	NA	NA	NA
EP300	ARHGDIA	NA	NA	NA	NA
EP300	FASN	NA	NA	NA	NA
EP300	RPL15	NA	NA	NA	NA
EP300	RPSA	NA	NA	NA	NA
EP300	MAP4	NA	NA	NA	NA
EP300	ACY1	NA	NA	NA	NA
EP300	RPL29	NA	NA	NA	NA
EP300	RPL24	NA	NA	NA	NA
EP300	RPN1	NA	NA	NA	NA
EP300	PLOD2	NA	NA	NA	NA
EP300	EIF4G1	NA	NA	NA	NA
EP300	EHHADH	NA	NA	NA	NA
EP300	EIF4A2	NA	NA	NA	NA
EP300	TFRC	NA	NA	NA	NA
EP300	BDH1	NA	NA	NA	NA
EP300	DECR2	NA	NA	NA	NA
EP300	PPL	NA	NA	NA	NA
